"","BHK","Rent","Size","Area.Type","Area.Locality","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact"
"774","2",15000,550,"Super Area","Mylapore","Unfurnished","Bachelors/Family",2,"Contact Owner"
"775","1",10000,600,"Super Area","Mugalivakkam","Unfurnished","Bachelors/Family",1,"Contact Owner"
"776","3",37500,1680,"Super Area","Vadapalani","Semi-Furnished","Family",3,"Contact Agent"
"777","2",7000,1100,"Carpet Area","Kayarambedu","Unfurnished","Bachelors/Family",2,"Contact Owner"
"778","1",6500,600,"Super Area","Chromepet, GST Road","Unfurnished","Bachelors/Family",1,"Contact Owner"
"779","2",16000,820,"Carpet Area","Purasaiwakkam","Semi-Furnished","Family",2,"Contact Owner"
"780","3",34000,1125,"Carpet Area","Vadapalani","Semi-Furnished","Family",3,"Contact Agent"
"781","2",11500,973,"Carpet Area","Padapai","Semi-Furnished","Family",2,"Contact Owner"
"782","2",15000,780,"Super Area","Guindy Race Course, Guindy","Furnished","Bachelors/Family",1,"Contact Owner"
"783","1",8000,400,"Super Area","Mannivakkam","Unfurnished","Bachelors/Family",1,"Contact Owner"
"784","4",220000,4000,"Super Area","Poes Garden, Teynampet","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"785","2",22000,1000,"Carpet Area","T Nagar","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"786","3",85000,3500,"Carpet Area","T Nagar","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"787","1",6000,350,"Super Area","Maduravoyal","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"788","2",14000,800,"Carpet Area","Choolaimedu High Road","Semi-Furnished","Bachelors",2,"Contact Owner"
"789","2",11500,700,"Super Area","Paddy field street,Perambur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"790","1",6000,550,"Super Area","Vimalapuram, Manali","Unfurnished","Bachelors/Family",1,"Contact Owner"
"791","3",24000,2100,"Super Area","Nanmangalam","Semi-Furnished","Bachelors/Family",4,"Contact Owner"
"792","3",32000,1700,"Super Area","Perumbakkam","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"793","3",16000,1420,"Carpet Area","Rajakipakkam, Sembakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"794","2",13000,950,"Carpet Area","Duraisamy Nagar","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"795","2",14000,780,"Super Area","Pallikaranai","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"796","1",7500,800,"Carpet Area","Jalladian Pet","Unfurnished","Bachelors",1,"Contact Owner"
"797","2",10000,500,"Super Area","Koyambedu","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"798","2",18500,1000,"Super Area","Semmancheri","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"799","2",12000,750,"Super Area","Royapettah","Unfurnished","Bachelors/Family",2,"Contact Owner"
"800","2",17000,1200,"Carpet Area","Cmbt","Unfurnished","Bachelors/Family",2,"Contact Owner"
"801","3",35000,1152,"Carpet Area","Vadapalani","Semi-Furnished","Family",3,"Contact Agent"
"802","2",9000,843,"Super Area","Kovur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"803","2",13000,900,"Super Area","Semmancheri","Unfurnished","Bachelors/Family",2,"Contact Owner"
"804","2",27999,1250,"Carpet Area","Nandambakkam","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"805","2",11000,650,"Super Area","Kodambakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"806","4",140000,2600,"Carpet Area","Ranjith Road","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"807","1",12000,700,"Super Area","Indra Nagar","Unfurnished","Bachelors/Family",1,"Contact Owner"
"808","2",13000,720,"Carpet Area","Sakthi Nagar, Adambakkam","Unfurnished","Family",2,"Contact Owner"
"809","4",250000,3500,"Carpet Area","Poes Garden, Teynampet","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"810","4",80000,3000,"Carpet Area","Egmore, PH Road","Unfurnished","Bachelors",4,"Contact Agent"
"811","2",22999,1144,"Carpet Area","Iyyappanthangal","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"812","3",36000,1750,"Carpet Area","Anna Nagar","Unfurnished","Bachelors",3,"Contact Agent"
"813","3",70000,1450,"Super Area","Madipakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"814","2",12500,590,"Super Area","Choolaimedu","Unfurnished","Bachelors/Family",1,"Contact Owner"
"815","2",18000,900,"Super Area","Anna Nagar West Extension","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"816","2",10000,800,"Super Area","Ramapuram","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"817","2",18000,1000,"Super Area","Sholinganallur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"818","3",37000,1650,"Super Area","Vadapalani","Semi-Furnished","Family",3,"Contact Agent"
"819","2",18000,700,"Carpet Area","Thiruvanmiyur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"820","3",25000,1280,"Super Area","MAHA BUILDERS, SAIMAA CASTLE, VELACHERY","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"821","2",10000,700,"Super Area","Zamin Pallavaram, Pallavaram","Unfurnished","Bachelors/Family",2,"Contact Owner"
"822","2",15000,980,"Super Area","Purasaiwakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"823","2",15000,900,"Carpet Area","Ramapuram","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"824","1",9000,450,"Super Area","Virugambakkam","Unfurnished","Family",1,"Contact Owner"
"825","2",14000,1200,"Super Area","Porur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"826","2",8500,650,"Super Area","Jalladian Pet","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"827","3",35000,1903,"Super Area","Old Mahabalipuram Road","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"828","2",10000,650,"Super Area","Arcot Road Virugambakkam","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"829","1",5000,450,"Carpet Area","Housing Board","Unfurnished","Bachelors/Family",1,"Contact Owner"
"830","2",23000,900,"Carpet Area","besant nagar Chennai","Unfurnished","Bachelors",2,"Contact Owner"
"831","2",15000,550,"Super Area","Ashok Nagar","Unfurnished","Family",1,"Contact Owner"
"832","2",18500,750,"Super Area","Adyar, Sardar Patel Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"833","2",28000,1000,"Super Area","Velachery","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"834","3",32000,1050,"Carpet Area","Vadapalani","Semi-Furnished","Family",3,"Contact Agent"
"835","1",14000,650,"Carpet Area","Mattan Kuppam, Triplicane","Furnished","Family",2,"Contact Owner"
"836","1",7000,400,"Super Area","Injambakkam","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"837","3",33000,1075,"Carpet Area","Vadapalani","Semi-Furnished","Family",3,"Contact Agent"
"838","3",100000,2000,"Carpet Area","Alwarpet","Semi-Furnished","Bachelors",3,"Contact Agent"
"839","2",18000,720,"Super Area","Kasturibai Nagar","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"840","3",16000,1000,"Carpet Area","Ponniammanmedu","Unfurnished","Bachelors",2,"Contact Owner"
"841","1",8500,500,"Super Area","Ayanavaram","Unfurnished","Bachelors/Family",1,"Contact Owner"
"842","2",10000,900,"Super Area","Nandivaram-Guduvancheri","Furnished","Bachelors/Family",2,"Contact Owner"
"843","2",13500,900,"Super Area","Singaperumal Koil, Tiruchi Chennai Highway","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"844","2",19000,900,"Super Area","Kodambakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"845","1",11500,1000,"Super Area","Ayappakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"846","3",22000,1300,"Super Area","Jawahar Nagar","Semi-Furnished","Family",3,"Contact Owner"
"847","3",12000,1383,"Super Area","Perungalathur, Chennai Bypass Road","Semi-Furnished","Bachelors",3,"Contact Owner"
"848","2",10000,800,"Carpet Area","Guduvancheri","Semi-Furnished","Bachelors",2,"Contact Owner"
"849","2",15000,1500,"Carpet Area","Madambakkam","Unfurnished","Bachelors",2,"Contact Owner"
"850","3",35000,1350,"Carpet Area","Anna Nagar West Extension","Semi-Furnished","Bachelors",2,"Contact Agent"
"851","3",70000,2000,"Carpet Area","Adyar, Sardar Patel Road","Semi-Furnished","Bachelors",3,"Contact Agent"
"852","3",32000,1200,"Carpet Area","Anna Nagar West Extension","Unfurnished","Bachelors",2,"Contact Agent"
"853","3",35000,1912,"Carpet Area","Alwarthirunagar","Unfurnished","Bachelors",3,"Contact Agent"
"854","1",10000,500,"Carpet Area","Old Washermanpet","Unfurnished","Bachelors",1,"Contact Owner"
"855","2",11000,950,"Super Area","Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road","Unfurnished","Bachelors",2,"Contact Owner"
"856","2",12000,1000,"Carpet Area","Kolathur","Unfurnished","Bachelors",2,"Contact Owner"
"857","3",40000,1600,"Carpet Area","Prestige Bellavista","Unfurnished","Bachelors",3,"Contact Owner"
"858","2",8000,900,"Super Area","Sithalapakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"859","3",20000,1265,"Super Area","Adambakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"860","3",12000,1060,"Super Area","Urapakkam, Vandalur R.F, GST Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"861","2",15000,1050,"Super Area","Medavakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"862","3",27000,1500,"Carpet Area","Perungudi","Unfurnished","Bachelors",3,"Contact Agent"
"863","2",13000,890,"Carpet Area","Oliyas Green court","Unfurnished","Bachelors",2,"Contact Owner"
"864","2",9000,700,"Carpet Area","Keelkattalai","Unfurnished","Bachelors/Family",3,"Contact Owner"
"865","3",25000,1146,"Carpet Area","Chinna Porur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"866","1",12000,700,"Super Area","Thiruvanmiyur","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"867","2",18000,800,"Carpet Area","Anna Nagar East","Semi-Furnished","Bachelors",2,"Contact Agent"
"868","2",9500,640,"Carpet Area","Mogappair West","Unfurnished","Bachelors/Family",2,"Contact Owner"
"869","2",14000,909,"Super Area","Mahindra World City","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"870","4",40000,2400,"Carpet Area","Palavakkam, E Coast Road","Unfurnished","Bachelors",3,"Contact Agent"
"871","4",70000,3800,"Carpet Area","Injambakkam","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"872","2",15000,400,"Super Area","Periyamet","Unfurnished","Bachelors/Family",2,"Contact Owner"
"873","2",8500,886,"Super Area","Pallavan Nagar-Thiruverkadu","Unfurnished","Family",2,"Contact Owner"
"874","3",27500,1570,"Super Area","Sholinganallur","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"875","2",15000,900,"Super Area","Kolathur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"876","1",5000,400,"Super Area","Medavakkam","Unfurnished","Bachelors/Family",1,"Contact Owner"
"877","2",26000,1600,"Super Area","Madipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"878","2",14000,1000,"Super Area","Chromepet, GST Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"879","2",20000,850,"Super Area","Velachery","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"880","2",12000,750,"Super Area","Andal Nagar","Unfurnished","Bachelors/Family",2,"Contact Owner"
"881","2",17000,750,"Super Area","Kamarajar Salai","Unfurnished","Bachelors/Family",2,"Contact Owner"
"882","3",75000,2000,"Carpet Area","Deepa Appartment Turnbulls","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"883","3",19500,1270,"Super Area","Madipakkam","Semi-Furnished","Bachelors",2,"Contact Owner"
"884","2",10000,2000,"Carpet Area","Sadhanadhapuram","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"885","2",32000,1250,"Super Area","Nungambakkam","Furnished","Bachelors/Family",2,"Contact Owner"
"886","2",15000,1000,"Super Area","Velachery","Unfurnished","Family",2,"Contact Owner"
"887","3",28000,1050,"Carpet Area","Pallavaram","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"888","2",10677,800,"Super Area","Kelambakkam, Old Mahabalipuram Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"889","3",50000,1625,"Super Area","Old Mahabalipuram Road","Furnished","Bachelors/Family",3,"Contact Agent"
"890","3",32500,1535,"Super Area","Karapakkam","Unfurnished","Bachelors/Family",3,"Contact Agent"
"891","2",23000,850,"Carpet Area","Choolaimedu","Furnished","Bachelors/Family",2,"Contact Owner"
